시도명,년도,면적당카페수(ea/㎢),인구당카페수(ea/명),총카페에대한구성비(%),카페당관할인구수(명/ea),전년도대비카페증감율(%)
서울,2016,18.37931604163225,0.001120272901499766,19.229107250885836,892.6396404494383,0.0
서울,2017,23.983807005948446,0.0014724939350292865,18.979562482837977,679.1199448846021,30.471910112359552
서울,2018,26.901850627891605,0.001667174741437387,18.63454274922742,599.8171488237823,12.166724078539442
서울,2019,30.968274950429606,0.001926384405064103,19.50178972779489,519.1071924020915,15.115779129046128
세종,2016,0.3807270380727038,0.0007282512096376025,0.30593725693544205,1373.1525423728813,0.0
세종,2017,0.795870079587008,0.0013209568011424491,0.4838055886083398,757.027027027027,109.03954802259888
세종,2018,0.9421380942138095,0.001394344944385374,0.5013162412727481,717.1826484018263,18.37837837837838
세종,2019,1.0453861045386106,0.0014269984584893195,0.5057021559976692,700.7716049382716,10.95890410958904
울산,2016,1.1432610744580585,0.0010347145450326878,2.0966208625010805,966.4501236603462,0.0
울산,2017,1.3857466063348416,0.0012616596231156641,1.9221465277142147,792.6068027210886,21.187139323990106
울산,2018,1.6895966830003768,0.0015515440589188687,2.0521918278585325,644.5192414947016,21.972789115646258
울산,2019,1.9566650965614696,0.0018092035062137472,2.1612003662698744,552.7294174289841,15.839375348577803
인천,2016,2.9275500476644423,0.0010434685697141316,5.308097830783856,958.3422338000653,0.0
인천,2017,3.914925654056089,0.0014108667945038598,5.439543915164037,708.7841346153847,35.460761966786066
인천,2018,4.1689398927664385,0.0015000125226677207,5.072679409408264,666.6611010830326,6.538461538461539
인천,2019,4.6581397535972915,0.0016749937268052428,5.153791725630566,597.0171613163739,11.755415162454874
전남,2016,0.15479700151873238,0.0010010956377231324,3.294443004061879,998.9055613850996,0.0
전남,2017,0.22835016397701077,0.0014833180765482824,3.678230056095297,674.1642374688944,47.58656873032529
전남,2018,0.2682588710265827,0.0017573301752019414,3.7873411926290492,569.0450287095798,17.63242090295059
전남,2019,0.29067694999837973,0.0019200051371374906,3.733455423291434,520.8319397993309,8.43155031731641
전북,2016,0.30049090097684333,0.0012998775734117118,4.189784806844698,769.303217821782,0.0
전북,2017,0.3957070800956736,0.0017216585508412294,4.175111471422781,580.8352646414031,31.724422442244226
전북,2018,0.4604040153674557,0.0020225039633455857,4.252031589790546,494.4366083445491,16.348261822737236
전북,2019,0.48580386908081447,0.0021551285737612,4.078914509281612,464.0094387755102,5.518169582772544
제주,2016,0.681953382726732,0.001965408192369977,2.179586898280183,508.80015860428233,0.0
제주,2017,0.9144989454329133,0.002573495281418025,2.211122298207304,388.5765819041987,34.09992069785884
제주,2018,1.1290671278780673,0.0031310374390541838,2.3909808858876045,319.3829583532791,23.536369012418685
제주,2019,1.2020322127337584,0.0033145103720031177,2.3141596603679346,301.7036870503597,6.46242221158449
충남,2016,0.3002191380569759,0.0011761187794119118,4.262380088151413,850.2542579075425,0.0
충남,2017,0.4153851764505659,0.0016142519026630196,4.4680099899316135,619.4820017559263,38.564476885644766
충남,2018,0.45706505883497034,0.0017683449326100675,4.303536683071993,565.5005319148936,10.038045068773778
충남,2019,0.49057016477907933,0.0019009195704307886,4.20065762091068,526.0611840475601,7.367021276595745
충북,2016,0.2272113619181337,0.0010574098798397864,2.9089966295047964,945.7070707070708,0.0
충북,2017,0.30982949252764164,0.001439384056516678,3.0009022320436207,694.7416122004358,36.36363636363637
충북,2018,0.34747627468714987,0.001609502442391818,2.9460913356987524,621.3100233100233,12.156862745098039
충북,2019,0.38013985258781285,0.001759992300033687,2.9301589944227087,568.1843039772727,9.401709401709402
